RUT,Error,RazonSocial,TipoSubtipo,Actividades,RutConfirmado
656190906,,CENTRO DE ESTUDIOS DEL CUATERNARIO DE FUEGO PATAGONIA Y ANTARTICA,Org. Sin Fines de Lucro 813 - Fundacion,"949903 - Fundaciones y Corporaciones, Asociaciones Que Promueven Actividades Culturales o Recreativas",65.619.090-6
656292407,,CORPORACION CONSEJO REGIONAL DE TURISMO DE LA ARAUCANIA,Org. Sin Fines de Lucro 814 - Corporacion,"823000 - Organizacion de Convenciones y Exposiciones Comerciales 854909 - Otros Tipos de Enseñanza N.C.P. 941100 - Actividades de Asociaciones Empresariales y de Empleadores 949903 - Fundaciones y Corporaciones, Asociaciones Que Promueven Actividades Culturales o Recreativas 949909 - Actividades de Otras Asociaciones N.C.P.",65.629.240-7
656362308,,FUNDACION DE DESARROLLO REGIONAL DE LA ARAUCANIA,Org. Sin Fines de Lucro 818 - Otra O.S.F.L.,829900 - Otras Actividades de Servicios de Apoyo A Las Empresas N.C.P. 854909 - Otros Tipos de Enseñanza N.C.P.,65.636.230-8
656640200,,CORPORACION CENTRO DE TRASTORNOS DEL MOVIMIENTO,Org. Sin Fines de Lucro 814 - Corporacion,"721000 - Investigaciones y Desarrollo Experimental En El Campo de Las Ciencias Naturales y La Ingenieria 862021 - Centros Medicos Privados (establecimientos de Atencion Ambulatoria) 949903 - Fundaciones y Corporaciones, Asociaciones Que Promueven Actividades Culturales o Recreativas",65.664.020-0
65679710,Sin resultados,,,,
657207500,,FUNDACION EMPREPOLIS,Org. Sin Fines de Lucro 813 - Fundacion,"949903 - Fundaciones y Corporaciones, Asociaciones Que Promueven Actividades Culturales o Recreativas",65.720.750-0
657261602,,"CONFED GREMIAL ORGANIZ, DUENOS Y COND TAXISCOLECTIVOS CHILE CONATACOCH",Org. Sin Fines de Lucro 818 - Otra O.S.F.L.,854909 - Otros Tipos de Enseñanza N.C.P. 949909 - Actividades de Otras Asociaciones N.C.P.,65.726.160-2
657459909,,COOPERATIVA DE SERV DE AGUA POT. ALCANT. Y SANEAM.AMB. CUMPEO LTDA,Org. Sin Fines de Lucro 817 - Cooperativa,"360000 - Captacion, Tratamiento y Distribucion de Agua 370000 - Evacuacion y Tratamiento de Aguas Servidas",65.745.990-9
657460001,,CORPORACION INSTITUTO DE ECOLOGIA Y BIODIVERSIDAD IEB,Org. Sin Fines de Lucro 814 - Corporacion,476101 - Venta Al Por Menor de Libros En Comercios Especializados 721000 - Investigaciones y Desarrollo Experimental En El Campo de Las Ciencias Naturales y La Ingenieria 854909 - Otros Tipos de Enseñanza N.C.P.,65.746.000-1
65818010,Sin resultados,,,,
658301802,,ASOCIACION INDIGENA FUTA KOYAGTUN COZ-COZ MAPU,"Org. Sin Fines de Lucro 811 - Junta de Vecinos, Org. Comunitaria","011901 - Cultivo de Flores 477396 - Venta Al Por Menor de Recuerdos, Artesanias y Articulos Religiosos En Comercios Especializados 562100 - Suministro de Comidas Por Encargo (servicios de Banqueteria) 681011 - Alquiler de Bienes Inmuebles Amoblados o con Equipos y Maquinarias 731001 - Servicios de Publicidad Prestados Por Empresas 791100 - Actividades de Agencias de Viajes 829900 - Otras Actividades de Servicios de Apoyo A Las Empresas N.C.P. 960909 - Otras Actividades de Servicios Personales N.C.P.",65.830.180-2
658811509,,"FUNDACION DEBRA CHILE, NINOS PIEL DE CRISTAL",Org. Sin Fines de Lucro 813 - Fundacion,"477402 - Venta Al Por Menor de Ropa Usada En Comercios 477409 - Venta Al Por Menor de Otros Articulos de Segunda Mano En Comercios N.C.P. 869091 - Otros Servicios de Atencion de La Salud Humana Prestados Por Empresas 949903 - Fundaciones y Corporaciones, Asociaciones Que Promueven Actividades Culturales o Recreativas",65.881.150-9
659053403,Sin resultados,,,,
659338602,,CORPORACION DE CERTIFICACION DE LENA Y PRODUCTOS FORESTALES DEL BOSQUE NATIVO,Org. Sin Fines de Lucro 814 - Corporacion,"024009 - Otros Servicios de Apoyo A La Silvicultura N.C.P. 702000 - Actividades de Consultoria de Gestion 732000 - Estudios de Mercado y Encuestas de Opinion Publica 749001 - Asesoria y Gestion En La Compra o Venta de Pequeñas y Medianas Empresas 949903 - Fundaciones y Corporaciones, Asociaciones Que Promueven Actividades Culturales o Recreativas",65.933.860-2
659376601,,CENTRO DE INVESTIGACION CIENTIFICO TECNOLOGICO PARA LA MINERIA,Org. Sin Fines de Lucro 814 - Corporacion,803000 - Actividades de Investigacion (incluye Actividades de Investigadores y Detectives Privados) 829900 - Otras Actividades de Servicios de Apoyo A Las Empresas N.C.P.,65.937.660-1
659386100,,FUNDACION PRO INNOVACION,Org. Sin Fines de Lucro 813 - Fundacion,"829900 - Otras Actividades de Servicios de Apoyo A Las Empresas N.C.P. 949903 - Fundaciones y Corporaciones, Asociaciones Que Promueven Actividades Culturales o Recreativas",65.938.610-0
659612305,,SIND TRABAJ INDEPEND PESCADORES ARTESAN Y DE RIVERA CALETA SUD AMERICANA,Org. Sin Fines de Lucro 816 - Sindicato,"031120 - Pesca Maritima Artesanal 031130 - Recoleccion y Extraccion de Productos Marinos 463013 - Venta Al Por Mayor de Productos Del Mar (pescados, Mariscos y Algas) 942000 - Actividades de Sindicatos",65.961.230-5
659974703,,CENTRO DE ESTUDIOS AVANZADOS EN ZONAS ARIDAS,Org. Sin Fines de Lucro 818 - Otra O.S.F.L.,721000 - Investigaciones y Desarrollo Experimental En El Campo de Las Ciencias Naturales y La Ingenieria,65.997.470-3
659995484,,ASOCIACION GREMIAL DE PRODUCTORES DE FRUTA,Org. Sin Fines de Lucro 815 - Asoc. Gremial,702000 - Actividades de Consultoria de Gestion 721000 - Investigaciones y Desarrollo Experimental En El Campo de Las Ciencias Naturales y La Ingenieria 949909 - Actividades de Otras Asociaciones N.C.P.,65.999.548-4
659997398,,COOPERATIVA PESQUERA Y COMERCIALIZADORA DE GUAYACAN,Org. Sin Fines de Lucro 817 - Cooperativa,"463013 - Venta Al Por Mayor de Productos Del Mar (pescados, Mariscos y Algas) 949909 - Actividades de Otras Asociaciones N.C.P.",65.999.739-8
690303000,,I MUNICIPALIDAD DE CALDERA,Municipalidades 611 - Municipalidad,"370000 - Evacuacion y Tratamiento de Aguas Servidas 477201 - Venta Al Por Menor de Productos Farmaceuticos y Medicinales En Comercios Especializados 841100 - Actividades de La Administracion Publica En General 960902 - Actividades de Salones de Masajes, Baños Turcos, Saunas, Servicio de Baños Publicos",69.030.300-0
690403005,,I MUNICIPALIDAD DE COQUIMBO,Municipalidades 611 - Municipalidad,477201 - Venta Al Por Menor de Productos Farmaceuticos y Medicinales En Comercios Especializados 477393 - Venta Al Por Menor de Articulos Opticos En Comercios Especializados 841100 - Actividades de La Administracion Publica En General,69.040.300-5
691704009,,I MUNICIPALIDAD DE QUILLECO,Municipalidades 611 - Municipalidad,841100 - Actividades de La Administracion Publica En General 960909 - Otras Actividades de Servicios Personales N.C.P.,69.170.400-9
692012003,,I MUNICIPALIDAD DE PANGUIPULLI,Municipalidades 611 - Municipalidad,841100 - Actividades de La Administracion Publica En General,69.201.200-3
700013006,,CORPORACIÓN ALTA LEY,Org. Sin Fines de Lucro 818 - Otra O.S.F.L.,602000 - Programacion y Transmisiones de Television 721000 - Investigaciones y Desarrollo Experimental En El Campo de Las Ciencias Naturales y La Ingenieria 803000 - Actividades de Investigacion (incluye Actividades de Investigadores y Detectives Privados) 823000 - Organizacion de Convenciones y Exposiciones Comerciales,70.001.300-6
700080803,,CORPORACION INDUSTRIAL PARA EL DESARROLL,Org. Sin Fines de Lucro 818 - Otra O.S.F.L.,702000 - Actividades de Consultoria de Gestion,70.008.080-3
700083101,,CAMARA NACIONAL DE COMERCIO SERVICIOS Y TURISMO DE CHILE,Org. Sin Fines de Lucro 818 - Otra O.S.F.L.,477399 - Venta Al Por Menor de Otros Productos En Comercios Especializados N.C.P. 829900 - Otras Actividades de Servicios de Apoyo A Las Empresas N.C.P. 949909 - Actividades de Otras Asociaciones N.C.P.,70.008.310-1
700229408,,INSTITUTO DEL CEMENTO Y DEL HORMIGON DE CHILE,Org. Sin Fines de Lucro 818 - Otra O.S.F.L.,702000 - Actividades de Consultoria de Gestion 829900 - Otras Actividades de Servicios de Apoyo A Las Empresas N.C.P. 854909 - Otros Tipos de Enseñanza N.C.P. 960909 - Otras Actividades de Servicios Personales N.C.P.,70.022.940-8
700232107,,ASOC CHILENA DE EMPRESAS DE TURISMO A G,Org. Sin Fines de Lucro 818 - Otra O.S.F.L.,732000 - Estudios de Mercado y Encuestas de Opinion Publica 829900 - Otras Actividades de Servicios de Apoyo A Las Empresas N.C.P. 941100 - Actividades de Asociaciones Empresariales y de Empleadores,70.023.210-7
700243001,,SOCIEDAD DE FOMENTO FABRIL F.G.,Org. Sin Fines de Lucro 818 - Otra O.S.F.L.,702000 - Actividades de Consultoria de Gestion 731001 - Servicios de Publicidad Prestados Por Empresas 829900 - Otras Actividades de Servicios de Apoyo A Las Empresas N.C.P. 949909 - Actividades de Otras Asociaciones N.C.P.,70.024.300-1
700392007,,FUND DE BENEFICENCIA AYUDA Y ESPERANZA,Org. Sin Fines de Lucro 818 - Otra O.S.F.L.,854909 - Otros Tipos de Enseñanza N.C.P. 889000 - Otras Actividades de Asistencia Social Sin Alojamiento 949909 - Actividades de Otras Asociaciones N.C.P.,70.039.200-7
700491005,,INSTITUTO NACIONAL DE NORMALIZACION,Org. Sin Fines de Lucro 818 - Otra O.S.F.L.,722000 - Investigaciones y Desarrollo Experimental En El Campo de Las Ciencias Sociales y Las Humanidades,70.049.100-5
700720004,,CONF GREMIAL NAC UNIDA MEDIANA PEQ Y MICROIND SERV ARTES DE CHILE,Org. Sin Fines de Lucro 818 - Otra O.S.F.L.,731002 - Servicios de Publicidad Prestados Por Profesionales 829900 - Otras Actividades de Servicios de Apoyo A Las Empresas N.C.P.,70.072.000-4
701141709,,CONFEDERACION NACIONAL GREMIAL DE DUENOS DE CAMIONES DE CHILE,Org. Sin Fines de Lucro 818 - Otra O.S.F.L.,"479909 - Otras Actividades de Venta Por Menor No Realizadas En Comercios, Puestos de Venta o Mercados N.C.P. 581300 - Edicion de Diarios, Revistas y Otras Publicaciones Periodicas 581900 - Otras Actividades de Edicion 702000 - Actividades de Consultoria de Gestion 949909 - Actividades de Otras Asociaciones N.C.P.",70.114.170-9
702087007,,ASOC DE CANALISTAS DEL EMBALSE RECOLETA,Org. Sin Fines de Lucro 818 - Otra O.S.F.L.,"360000 - Captacion, Tratamiento y Distribucion de Agua 960909 - Otras Actividades de Servicios Personales N.C.P.",70.208.700-7
702575001,,INDUPAN ASOCIACION GREMIAL,Org. Sin Fines de Lucro 818 - Otra O.S.F.L.,942000 - Actividades de Sindicatos 949909 - Actividades de Otras Asociaciones N.C.P.,70.257.500-1
702650003,,CORP DE DESARROLLO SOCIAL DEL SECTOR RURAL,Org. Sin Fines de Lucro 818 - Otra O.S.F.L.,"012900 - Cultivo de Otras Plantas Perennes 014909 - Cria de Otros Animales N.C.P. 016100 - Actividades de Apoyo A La Agricultura 463019 - Venta Al Por Mayor de Huevos, Lacteos, Abarrotes y de Otros Alimentos N.C.P. 661903 - Empresas de Asesoria y Consultoria En Inversion Financiera, Sociedades de Apoyo Al Giro 681011 - Alquiler de Bienes Inmuebles Amoblados o con Equipos y Maquinarias 702000 - Actividades de Consultoria de Gestion 829900 - Otras Actividades de Servicios de Apoyo A Las Empresas N.C.P. 850022 - Enseñanza Primaria, Secundaria Cientifico Humanista y Tecnico Profesional Privada 854909 - Otros Tipos de Enseñanza N.C.P. 949903 - Fundaciones y Corporaciones, Asociaciones Que Promueven Actividades Culturales o Recreativas",70.265.000-3
702653002,,ASOC GREMIAL DE LA UNION INDUST DE PANAD,Org. Sin Fines de Lucro 818 - Otra O.S.F.L.,"581300 - Edicion de Diarios, Revistas y Otras Publicaciones Periodicas 949909 - Actividades de Otras Asociaciones N.C.P.",70.265.300-2
702855004,,ZONA FRANCA DE IQUIQUE S A,Persona Juridica Comercial 213 - Sociedades Anonimas Cerradas,"521009 - Otros Servicios de Almacenamiento y Deposito N.C.P. 681011 - Alquiler de Bienes Inmuebles Amoblados o con Equipos y Maquinarias 681012 - Compra, Venta y Alquiler (excepto Amoblados) de Inmuebles",70.285.500-4
70291304,Sin resultados,,,,
702986001,,CORP INDUSTRIAL PARA EL DESARROLLO DE LA REGION DE COQUIMBO,Org. Sin Fines de Lucro 814 - Corporacion,702000 - Actividades de Consultoria de Gestion 960909 - Otras Actividades de Servicios Personales N.C.P.,70.298.600-1
703000002,,FUNDACION CHILE,Org. Sin Fines de Lucro 818 - Otra O.S.F.L.,722000 - Investigaciones y Desarrollo Experimental En El Campo de Las Ciencias Sociales y Las Humanidades,70.300.000-2
703272002,,CORP CULTURAL DE VINA DEL MAR,Org. Sin Fines de Lucro 818 - Otra O.S.F.L.,"949903 - Fundaciones y Corporaciones, Asociaciones Que Promueven Actividades Culturales o Recreativas",70.327.200-2
703620000,,CORP PARA LA NUTRICION INFANTIL,Org. Sin Fines de Lucro 818 - Otra O.S.F.L.,469000 - Venta Al Por Mayor No Especializada 702000 - Actividades de Consultoria de Gestion 721000 - Investigaciones y Desarrollo Experimental En El Campo de Las Ciencias Naturales y La Ingenieria 829900 - Otras Actividades de Servicios de Apoyo A Las Empresas N.C.P. 854909 - Otros Tipos de Enseñanza N.C.P. 879000 - Otras Actividades de Atencion En Instituciones 949909 - Actividades de Otras Asociaciones N.C.P.,70.362.000-0
703625002,,CAMARA DE COMERCIO SERVICIOS Y TURISMO DE LOS ANGELES A G,Org. Sin Fines de Lucro 818 - Otra O.S.F.L.,"681012 - Compra, Venta y Alquiler (excepto Amoblados) de Inmuebles 702000 - Actividades de Consultoria de Gestion",70.362.500-2
703725007,,ASOC DE INDUSTRIALES DE ANTOFAGASTA,Org. Sin Fines de Lucro 818 - Otra O.S.F.L.,731001 - Servicios de Publicidad Prestados Por Empresas 829900 - Otras Actividades de Servicios de Apoyo A Las Empresas N.C.P. 949909 - Actividades de Otras Asociaciones N.C.P.,70.372.500-7
70430000,Sin resultados,,,,
704655002,,CORP DE TELEVISION DE LA UNIVERSIDAD CAT,Org. Sin Fines de Lucro 818 - Otra O.S.F.L.,601000 - Transmisiones de Radio 602000 - Programacion y Transmisiones de Television,70.465.500-2
705825009,,CORP PARA APOYO DE LA INVESTIGACION CIENTIFICA EN NUTRICION,Org. Sin Fines de Lucro 818 - Otra O.S.F.L.,712009 - Otros Servicios de Ensayos y Analisis Tecnicos (excepto Actividades de Plantas de Revision Tecnica) 722000 - Investigaciones y Desarrollo Experimental En El Campo de Las Ciencias Sociales y Las Humanidades,70.582.500-9
707547006,,UNIVERSIDAD DE PLAYA ANCHA DE CIENCIAS DE LA EDUCACION,Org. Sin Fines de Lucro 818 - Otra O.S.F.L.,681011 - Alquiler de Bienes Inmuebles Amoblados o con Equipos y Maquinarias 853110 - Enseñanza Superior En Universidades Publicas 853120 - Enseñanza Superior En Universidades Privadas,70.754.700-6
70770800,Sin resultados,,,,
707721006,,UNIVERSIDAD DE LOS LAGOS,Org. Sin Fines de Lucro 818 - Otra O.S.F.L.,"021001 - Explotacion de Viveros Forestales 032110 - Cultivo y Crianza de Peces Marinos 032120 - Cultivo, Reproduccion y Manejo de Algas Marinas 032130 - Reproduccion y Cria de Moluscos, Crustaceos y Gusanos Marinos 032200 - Acuicultura de Agua Dulce 101020 - Elaboracion y Conservacion de Carne y Productos Carnicos 102020 - Elaboracion y Conservacion de Salmonidos 102030 - Elaboracion y Conservacion de Otros Pescados, En Plantas En Tierra (excepto Barcos Factoria) 103000 - Elaboracion y Conservacion de Frutas, Legumbres y Hortalizas 107100 - Elaboracion de Productos de Panaderia y Pasteleria 107909 - Elaboracion de Otros Productos Alimenticios N.C.P. 181109 - Otras Actividades de Impresion N.C.P. 181200 - Actividades de Servicios Relacionadas con La Impresion 476309 - Venta Al Por Menor de Otros Articulos y Equipos de Deporte N.C.P. 477399 - Venta Al Por Menor de Otros Productos En Comercios Especializados N.C.P. 559009 - Otras Actividades de Alojamiento N.C.P. 591400 - Actividades de Exhibicion de Peliculas Cinematograficas y Cintas de Video 601000 - Transmisiones de Radio 602000 - Programacion y Transmisiones de Television 620200 - Actividades de Consultoria de Informatica y de Gestion de Instalaciones Informaticas 681011 - Alquiler de Bienes Inmuebles Amoblados o con Equipos y Maquinarias 712009 - Otros Servicios de Ensayos y Analisis Tecnicos (excepto Actividades de Plantas de Revision Tecnica) 721000 - Investigaciones y Desarrollo Experimental En El Campo de Las Ciencias Naturales y La Ingenieria 722000 - Investigaciones y Desarrollo Experimental En El Campo de Las Ciencias Sociales y Las Humanidades 821900 - Fotocopiado, Preparacion de Documentos y Otras Actividades Especializadas de Apoyo de Oficina 853110 - Enseñanza Superior En Universidades Publicas 862021 - Centros Medicos Privados (establecimientos de Atencion Ambulatoria) 869091 - Otros Servicios de Atencion de La Salud Humana Prestados Por Empresas 960902 - Actividades de Salones de Masajes, Baños Turcos, Saunas, Servicio de Baños Publicos",70.772.100-6
707775009,,UNIVERSIDAD ARTURO PRAT,Org. Sin Fines de Lucro 818 - Otra O.S.F.L.,012112 - Cultivo de Uva Destinada A La Produccion de Vino 110200 - Elaboracion de Vinos 853110 - Enseñanza Superior En Universidades Publicas 853202 - Enseñanza Superior En Centros de Formacion Tecnica 862021 - Centros Medicos Privados (establecimientos de Atencion Ambulatoria) 862022 - Centros de Atencion Odontologica Privados (establecimientos de Atencion Ambulatoria) 932909 - Otras Actividades de Esparcimiento y Recreativas N.C.P.,70.777.500-9
707831006,,UNIVERSIDAD DE LA SERENA,Org. Sin Fines de Lucro 818 - Otra O.S.F.L.,"472103 - Venta Al Por Menor En Comercios Especializados de Frutas y Verduras (verdulerias) 476101 - Venta Al Por Menor de Libros En Comercios Especializados 562900 - Suministro Industrial de Comidas Por Encargo, Concesion de Servicios de Alimentacion 821900 - Fotocopiado, Preparacion de Documentos y Otras Actividades Especializadas de Apoyo de Oficina 853110 - Enseñanza Superior En Universidades Publicas 862022 - Centros de Atencion Odontologica Privados (establecimientos de Atencion Ambulatoria)",70.783.100-6
707918004,,UNIVERSIDAD DE ANTOFAGASTA,Org. Sin Fines de Lucro 818 - Otra O.S.F.L.,853110 - Enseñanza Superior En Universidades Publicas 861010 - Actividades de Hospitales y Clinicas Publicas,70.791.800-4
70849500,Sin resultados,,,,
708789003,,"CORPORACION MUNICIPAL DE EDUCACION,SALUD,CULTURA Y ATENCION AL MENOR, DE QUILPUE",Org. Sin Fines de Lucro 818 - Otra O.S.F.L.,"477201 - Venta Al Por Menor de Productos Farmaceuticos y Medicinales En Comercios Especializados 850011 - Enseñanza Preescolar Publica 850012 - Enseñanza Primaria, Secundaria Cientifico Humanista y Tecnico Profesional Publica 861010 - Actividades de Hospitales y Clinicas Publicas 862010 - Actividades de Centros de Salud Municipalizados (servicios de Salud Publica) 871000 - Actividades de Atencion de Enfermeria En Instituciones",70.878.900-3
708821004,,CORP MUNIC DE MARIA PINTO PARA EDUCACION,Org. Sin Fines de Lucro 818 - Otra O.S.F.L.,"850021 - Enseñanza Preescolar Privada 850022 - Enseñanza Primaria, Secundaria Cientifico Humanista y Tecnico Profesional Privada 869091 - Otros Servicios de Atencion de La Salud Humana Prestados Por Empresas",70.882.100-4
708855006,,UNIVERSIDAD DE TALCA,Org. Sin Fines de Lucro 818 - Otra O.S.F.L.,471990 - Otras Actividades de Venta Al Por Menor En Comercios No Especializados N.C.P. 829900 - Otras Actividades de Servicios de Apoyo A Las Empresas N.C.P. 853110 - Enseñanza Superior En Universidades Publicas,70.885.500-6
709419005,,CORPORACION MUNICIPAL DE DESARROLLO SOCIAL DE COLINA,Org. Sin Fines de Lucro 818 - Otra O.S.F.L.,"477201 - Venta Al Por Menor de Productos Farmaceuticos y Medicinales En Comercios Especializados 850011 - Enseñanza Preescolar Publica 850012 - Enseñanza Primaria, Secundaria Cientifico Humanista y Tecnico Profesional Publica 850022 - Enseñanza Primaria, Secundaria Cientifico Humanista y Tecnico Profesional Privada 862010 - Actividades de Centros de Salud Municipalizados (servicios de Salud Publica)",70.941.900-5
70990700,Sin resultados,,,,
709952005,,UNIVERSIDAD CENTRAL DE CHILE,Org. Sin Fines de Lucro 814 - Corporacion,681011 - Alquiler de Bienes Inmuebles Amoblados o con Equipos y Maquinarias 853120 - Enseñanza Superior En Universidades Privadas,70.995.200-5
710033005,,ASOC GREMIAL DE PESCADORES ARTESANALES BUZOS MARISCADORES Y ALGUEROS DE TUBUL,Org. Sin Fines de Lucro 818 - Otra O.S.F.L.,"032120 - Cultivo, Reproduccion y Manejo de Algas Marinas 081000 - Extraccion de Piedra, Arena y Arcilla 473000 - Venta Al Por Menor de Combustibles para Vehiculos Automotores En Comercios Especializados 477399 - Venta Al Por Menor de Otros Productos En Comercios Especializados N.C.P.",71.003.300-5
711118004,,CORP DE DESARROLLO EDUCACIONAL TECNICO INDUSTRIAL DE ANTOFAGASTA,Org. Sin Fines de Lucro 818 - Otra O.S.F.L.,823000 - Organizacion de Convenciones y Exposiciones Comerciales 829900 - Otras Actividades de Servicios de Apoyo A Las Empresas N.C.P. 853201 - Enseñanza Superior En Institutos Profesionales,71.111.800-4
71126700,Sin resultados,,,,
711337008,,UNIVERSIDAD DE MAGALLANES,Org. Sin Fines de Lucro 818 - Otra O.S.F.L.,"015000 - Cultivo de Productos Agricolas En Combinacion con La Cria de Animales (explotacion Mixta) 681011 - Alquiler de Bienes Inmuebles Amoblados o con Equipos y Maquinarias 853110 - Enseñanza Superior En Universidades Publicas 861010 - Actividades de Hospitales y Clinicas Publicas 869010 - Actividades de Laboratorios Clinicos y Bancos de Sangre 910200 - Actividades de Museos, Gestion de Lugares y Edificios Historicos",71.133.700-8
711517006,,ASOC CHILENA DE EMPRESAS DE TECNOLOGIAS DE INFORMACION A G,Org. Sin Fines de Lucro 818 - Otra O.S.F.L.,949909 - Actividades de Otras Asociaciones N.C.P.,71.151.700-6
711566007,,ASOC DE EXPORT DE MANUFACTURAS Y SERVICIOS ASEXMA CHILE A.G.,Org. Sin Fines de Lucro 818 - Otra O.S.F.L.,829900 - Otras Actividades de Servicios de Apoyo A Las Empresas N.C.P. 949909 - Actividades de Otras Asociaciones N.C.P.,71.156.600-7
711658009,,CORP DE EDUCACION SALUD Y MENORES DE PUERTO NATALES,Org. Sin Fines de Lucro 818 - Otra O.S.F.L.,"477201 - Venta Al Por Menor de Productos Farmaceuticos y Medicinales En Comercios Especializados 601000 - Transmisiones de Radio 602000 - Programacion y Transmisiones de Television 850021 - Enseñanza Preescolar Privada 850022 - Enseñanza Primaria, Secundaria Cientifico Humanista y Tecnico Profesional Privada 862021 - Centros Medicos Privados (establecimientos de Atencion Ambulatoria)",71.165.800-9
711716009,Sin resultados,,,,
711798005,,CENTRO DE ESTUDIOS CIENTIFICOS,Org. Sin Fines de Lucro 818 - Otra O.S.F.L.,722000 - Investigaciones y Desarrollo Experimental En El Campo de Las Ciencias Sociales y Las Humanidades,71.179.800-5
71195600,Sin resultados,,,,
712367008,,UNIVERSIDAD DE ATACAMA,Org. Sin Fines de Lucro 818 - Otra O.S.F.L.,853120 - Enseñanza Superior En Universidades Privadas,71.236.700-8
712484004,,ASOC GREMIAL DE PRODUCTORES DE CERDOS DE CHILE,Org. Sin Fines de Lucro 818 - Otra O.S.F.L.,949909 - Actividades de Otras Asociaciones N.C.P.,71.248.400-4
712615001,,FEDERACION GREMIAL NACIONAL DE PRODUCTORES DE FRUTA FG,Org. Sin Fines de Lucro 818 - Otra O.S.F.L.,581100 - Edicion de Libros 949909 - Actividades de Otras Asociaciones N.C.P.,71.261.500-1
712742003,,CORPORACION PARA EL DESARROLO DE SANTIAGO,Org. Sin Fines de Lucro 818 - Otra O.S.F.L.,"522120 - Explotacion de Estacionamientos de Vehiculos Automotores y Parquimetros 829900 - Otras Actividades de Servicios de Apoyo A Las Empresas N.C.P. 949903 - Fundaciones y Corporaciones, Asociaciones Que Promueven Actividades Culturales o Recreativas",71.274.200-3
712948000,,CENTRO DE INFORMACION DE RECURSOS NATURALES,Instituciones Fiscales 517 - Org. Administracion Publica,722000 - Investigaciones y Desarrollo Experimental En El Campo de Las Ciencias Sociales y Las Humanidades,71.294.800-0
713349003,,ASOC DE LA INDUSTRIA DEL SALMON DE CHILE A G,Org. Sin Fines de Lucro 818 - Otra O.S.F.L.,949909 - Actividades de Otras Asociaciones N.C.P.,71.334.900-3
713600008,,CORP EST CAPACIT Y EMPLEO CAMARA DE PROD,Org. Sin Fines de Lucro 818 - Otra O.S.F.L.,"850022 - Enseñanza Primaria, Secundaria Cientifico Humanista y Tecnico Profesional Privada",71.360.000-8
714408003,,FUNDACION SOLIDARIA TRABAJO PARA UN HERMANO,Org. Sin Fines de Lucro 813 - Fundacion,"477399 - Venta Al Por Menor de Otros Productos En Comercios Especializados N.C.P. 949903 - Fundaciones y Corporaciones, Asociaciones Que Promueven Actividades Culturales o Recreativas",71.440.800-3
71500500,Sin resultados,,,,
715384000,,INSTITUTO REGIONAL DE ADMINISTRACION DE EMPRESAS,Org. Sin Fines de Lucro 818 - Otra O.S.F.L.,"681012 - Compra, Venta y Alquiler (excepto Amoblados) de Inmuebles 741009 - Otras Actividades Especializadas de Diseño N.C.P. 812909 - Otras Actividades de Limpieza de Edificios E Instalaciones Industriales N.C.P. 829900 - Otras Actividades de Servicios de Apoyo A Las Empresas N.C.P. 853201 - Enseñanza Superior En Institutos Profesionales",71.538.400-0
715401002,,UNIVERSIDAD NACIONAL ANDRES BELLO,Org. Sin Fines de Lucro 818 - Otra O.S.F.L.,829900 - Otras Actividades de Servicios de Apoyo A Las Empresas N.C.P. 853120 - Enseñanza Superior En Universidades Privadas,71.540.100-2
715432005,,UNIVERSIDAD ADOLFO IBANEZ,Org. Sin Fines de Lucro 818 - Otra O.S.F.L.,464905 - Venta Al Por Mayor de Libros 476101 - Venta Al Por Menor de Libros En Comercios Especializados 731001 - Servicios de Publicidad Prestados Por Empresas 829900 - Otras Actividades de Servicios de Apoyo A Las Empresas N.C.P. 853120 - Enseñanza Superior En Universidades Privadas 862021 - Centros Medicos Privados (establecimientos de Atencion Ambulatoria),71.543.200-5
715515008,,UNIVERSIDAD SANTO TOMAS,Org. Sin Fines de Lucro 818 - Otra O.S.F.L.,853120 - Enseñanza Superior En Universidades Privadas,71.551.500-8
715546000,,FUNDACION CHINQUIHUE,Org. Sin Fines de Lucro 818 - Otra O.S.F.L.,"031110 - Pesca Maritima Industrial, Excepto de Barcos Factoria 102030 - Elaboracion y Conservacion de Otros Pescados, En Plantas En Tierra (excepto Barcos Factoria) 102040 - Elaboracion y Conservacion de Crustaceos, Moluscos y Otros Productos Acuaticos, En Plantas En Tierra 102060 - Elaboracion y Procesamiento de Algas 463013 - Venta Al Por Mayor de Productos Del Mar (pescados, Mariscos y Algas) 473000 - Venta Al Por Menor de Combustibles para Vehiculos Automotores En Comercios Especializados 522200 - Actividades de Servicios Vinculadas Al Transporte Acuatico 562900 - Suministro Industrial de Comidas Por Encargo, Concesion de Servicios de Alimentacion 702000 - Actividades de Consultoria de Gestion 812100 - Limpieza General de Edificios 812901 - Desratizacion, Desinfeccion y Exterminio de Plagas No Agricolas",71.554.600-0
715748002,,ASOCIACION DE INDUSTRIALES Y ARMADORES PESQUEROS IV REGION A.G.,Org. Sin Fines de Lucro 818 - Otra O.S.F.L.,031140 - Servicios Relacionados con La Pesca Maritima 522200 - Actividades de Servicios Vinculadas Al Transporte Acuatico,71.574.800-2
